layer,output_norm,yd_emb_norm
2,25.96588706970215,3.1966750621795654
2,26.098644256591797,3.196396827697754
2,26.053789138793945,3.196129322052002
2,26.48082160949707,3.1958677768707275
2,26.457286834716797,3.1956071853637695
2,25.930246353149414,3.195359468460083
2,26.29812240600586,3.1951019763946533
2,26.289365768432617,3.194845676422119
2,26.019636154174805,3.1945934295654297
2,25.856042861938477,3.1943488121032715
2,26.167400360107422,3.1940853595733643
2,26.416584014892578,3.1938278675079346
2,26.475120544433594,3.1935648918151855
2,26.4320068359375,3.193307399749756
2,26.172313690185547,3.1930391788482666
2,25.869535446166992,3.1927337646484375
2,25.814517974853516,3.1924853324890137
2,25.728294372558594,3.1922457218170166
2,25.424039840698242,3.1920018196105957
2,26.030555725097656,3.1917757987976074
2,26.190332412719727,3.191559076309204
2,26.15481185913086,3.1913692951202393
2,25.744670867919922,3.1911706924438477
2,26.113004684448242,3.1909711360931396
2,26.12171173095703,3.1907801628112793
2,26.482271194458008,3.190587043762207
2,26.52798080444336,3.190385341644287
2,26.19398307800293,3.190133571624756
2,25.866539001464844,3.1898815631866455
2,25.762189865112305,3.1895933151245117
2,25.950132369995117,3.1892621517181396
2,26.022897720336914,3.188969850540161
2,26.388275146484375,3.18868088722229
2,26.165332794189453,3.18837571144104
2,25.94578742980957,3.1880812644958496
2,25.802383422851562,3.187772035598755
2,25.004728317260742,3.187485456466675
2,25.282419204711914,3.187211275100708
2,24.881141662597656,3.1869752407073975
2,25.05231285095215,3.1869752407073975
2,24.85800552368164,3.1869752407073975
2,25.04660415649414,3.1869752407073975
2,25.211978912353516,3.1869752407073975
2,24.851707458496094,3.1869752407073975
2,24.851707458496094,3.1869752407073975
2,24.837318420410156,3.1869752407073975
2,24.837318420410156,3.1869752407073975
2,25.081188201904297,3.1869752407073975
2,25.081188201904297,3.1869752407073975
2,25.072383880615234,3.1869752407073975
2,25.072383880615234,3.1869752407073975
2,24.94198226928711,3.1869752407073975
2,24.94198226928711,3.1869752407073975
2,24.997419357299805,3.1869752407073975
2,25.742591857910156,3.1867504119873047
2,26.090150833129883,3.1865317821502686
2,26.226455688476562,3.1863155364990234
2,25.987504959106445,3.186058282852173
2,25.82253646850586,3.1858041286468506
2,25.44300079345703,3.1855242252349854
2,25.6380672454834,3.1852166652679443
2,25.165775299072266,3.1848995685577393
2,25.065946578979492,3.1845946311950684
2,25.13555335998535,3.1842641830444336
2,25.01070785522461,3.183960199356079
2,25.26487922668457,3.1836793422698975
2,25.354970932006836,3.1834490299224854
2,25.57070541381836,3.1832823753356934
2,25.42222785949707,3.1831209659576416
2,24.855133056640625,3.182941436767578
2,24.811349868774414,3.1827921867370605
2,25.414587020874023,3.1826276779174805
2,25.147998809814453,3.182400941848755
2,25.583393096923828,3.182150363922119
2,25.54181480407715,3.181885242462158
