layer,output_norm,t2_emb_norm
1,12.711581230163574,4.667458534240723
1,16.77758026123047,4.455109119415283
1,16.126855850219727,4.446751117706299
1,18.928075790405273,4.4402666091918945
1,19.366466522216797,4.442800045013428
1,20.52362823486328,4.5711493492126465
1,20.536592483520508,4.587851524353027
1,21.195777893066406,4.507110595703125
1,22.040788650512695,4.471813678741455
1,23.064254760742188,4.552149772644043
1,23.591552734375,4.515050888061523
1,23.785106658935547,4.42611026763916
1,24.362781524658203,4.489467620849609
1,25.18623924255371,4.632614612579346
1,24.73885154724121,4.559269905090332
1,25.422739028930664,4.731447219848633
1,25.87485694885254,4.90716552734375
1,26.211933135986328,4.891250133514404
1,27.17780876159668,5.137714385986328
1,28.4219970703125,5.0687360763549805
1,27.637887954711914,5.007613182067871
1,27.29908561706543,5.155346870422363
1,27.434236526489258,5.043814659118652
1,27.92605972290039,5.204840660095215
1,26.94864273071289,5.127365589141846
1,27.119178771972656,5.146767616271973
1,26.486040115356445,5.072092056274414
1,25.407678604125977,5.006803512573242
1,26.150484085083008,5.138204574584961
1,25.7481632232666,5.111708641052246
1,25.343355178833008,5.099114418029785
1,24.804410934448242,5.076397895812988
1,25.919921875,5.375321388244629
1,24.572383880615234,5.17794132232666
1,24.80931282043457,5.222201824188232
1,25.23550033569336,5.215768814086914
1,25.46332359313965,5.148164749145508
1,25.486101150512695,5.141282081604004
1,25.05266761779785,5.031748294830322
1,25.505117416381836,5.047916889190674
1,23.976404190063477,4.894805908203125
1,23.880727767944336,4.8451690673828125
1,24.032913208007812,4.92903995513916
1,24.08941078186035,4.89240837097168
1,24.445404052734375,5.010202407836914
1,24.130788803100586,4.9543280601501465
1,24.130788803100586,4.9543280601501465
1,24.435991287231445,5.0721235275268555
1,24.435991287231445,5.0721235275268555
1,23.820749282836914,4.832544326782227
1,23.820749282836914,4.832544326782227
1,24.028024673461914,4.834251403808594
1,24.028024673461914,4.834251403808594
1,24.504716873168945,5.024227142333984
1,24.504716873168945,5.024227142333984
1,25.121068954467773,4.973397254943848
1,24.02401351928711,4.82988977432251
1,24.080915451049805,4.6397480964660645
1,24.066251754760742,4.506258487701416
1,22.63477325439453,4.416324138641357
1,23.50775718688965,4.422866344451904
1,22.481733322143555,4.418373107910156
1,22.9206485748291,4.418028831481934
1,22.781034469604492,4.449603080749512
1,22.90929412841797,4.417463779449463
1,23.151729583740234,4.41723108291626
1,22.33580207824707,4.416335582733154
1,21.756853103637695,4.416876316070557
1,21.881793975830078,4.416751861572266
1,22.88020133972168,4.416700839996338
1,22.77678871154785,4.416670799255371
1,23.10551643371582,4.416661739349365
1,23.308517456054688,4.416652202606201
1,24.291852951049805,4.41664457321167
1,23.237199783325195,4.416612148284912
1,23.99608039855957,4.416568279266357
1,23.581417083740234,4.416500568389893
1,24.070831298828125,4.416406631469727
1,23.757854461669922,4.416290283203125
1,23.49669647216797,4.416120529174805
1,24.39866065979004,4.41764497756958
1,23.232929229736328,4.415832996368408
1,23.494813919067383,4.415703296661377
1,23.441791534423828,4.415603160858154
1,22.94507598876953,4.415526866912842
1,23.289180755615234,4.415494918823242
1,23.07378578186035,4.41546630859375
1,22.93694496154785,4.415414810180664
1,23.93125343322754,4.415355205535889
1,23.633676528930664,4.415284156799316
1,23.295183181762695,4.4152092933654785
1,23.555734634399414,4.448569297790527
1,23.3853759765625,4.415057182312012
1,23.531055450439453,4.415017127990723
1,23.35223388671875,4.414976119995117
1,22.127622604370117,4.414928436279297
1,22.125951766967773,4.414928436279297
1,22.470918655395508,4.414928436279297
1,22.60624122619629,4.414928436279297
1,22.80583953857422,4.414928436279297
1,22.296781539916992,4.414928436279297
1,22.296781539916992,4.414928436279297
1,22.772171020507812,4.414928436279297
1,22.772171020507812,4.414928436279297
1,22.168771743774414,4.414928436279297
1,22.168771743774414,4.414928436279297
1,22.20189666748047,4.414928436279297
1,22.20189666748047,4.414928436279297
1,22.838817596435547,4.414928436279297
1,22.838817596435547,4.414928436279297
1,23.528274536132812,4.414928436279297
1,22.018815994262695,4.414883136749268
1,23.478822708129883,4.414823055267334
1,22.984886169433594,4.414748668670654
1,22.835268020629883,4.414662837982178
1,23.663421630859375,4.414552211761475
1,23.305545806884766,4.414430141448975
1,22.867624282836914,4.414320468902588
1,23.4403076171875,4.4142374992370605
1,22.666610717773438,4.414208889007568
1,22.809694290161133,4.41420841217041
1,23.38201332092285,4.414183139801025
1,23.24448585510254,4.41415548324585
1,22.783655166625977,4.414137363433838
1,22.43970489501953,4.414082050323486
1,22.452007293701172,4.413974285125732
1,22.893756866455078,4.41386079788208
1,22.523082733154297,4.413745880126953
1,22.3542537689209,4.413639545440674
1,22.341901779174805,4.413529396057129
1,23.485671997070312,4.413428783416748
1,22.34679412841797,4.413305759429932
1,22.492631912231445,4.413196563720703
1,23.68480110168457,4.413112640380859
1,23.51247787475586,4.413037300109863
1,22.841533660888672,4.412962913513184
1,22.939054489135742,4.412866115570068
1,23.137479782104492,4.412757873535156
1,22.54091453552246,4.412657260894775
1,22.592620849609375,4.412549018859863
1,22.06614112854004,4.412456512451172
1,23.221261978149414,4.412392616271973
1,22.915172576904297,4.4123430252075195
1,22.180809020996094,4.412314414978027
1,22.683897018432617,4.412291049957275
1,22.259780883789062,4.412278652191162
1,22.68807029724121,4.41226053237915
1,22.811140060424805,4.4122209548950195
1,22.61996078491211,4.4121832847595215
1,22.632429122924805,4.412133693695068
1,21.579931259155273,4.412057399749756
1,21.62454605102539,4.412057399749756
1,21.769495010375977,4.412057399749756
1,21.996671676635742,4.412057399749756
1,22.088285446166992,4.412057876586914
1,21.686594009399414,4.412057399749756
1,21.686594009399414,4.412057399749756
1,22.01761245727539,4.412057399749756
1,22.01761245727539,4.412057399749756
1,21.61724090576172,4.412057399749756
1,21.61724090576172,4.412057399749756
1,21.723045349121094,4.412057399749756
1,21.723045349121094,4.412057399749756
1,22.071001052856445,4.412057399749756
1,22.071001052856445,4.412057399749756
1,22.55266761779785,4.412057399749756
1,22.184894561767578,4.411983966827393
1,21.869585037231445,4.411898612976074
1,22.520092010498047,4.411812782287598
1,23.011638641357422,4.411746978759766
1,22.204368591308594,4.41169548034668
1,21.609418869018555,4.411634922027588
1,21.691869735717773,4.411574840545654
1,22.08023452758789,4.411503314971924
1,22.432022094726562,4.411443710327148
1,22.270549774169922,4.411414623260498
1,22.69477653503418,4.41137170791626
1,21.85407829284668,4.4113006591796875
1,22.481990814208984,4.411237716674805
1,21.60284423828125,4.411191463470459
1,22.036590576171875,4.411148548126221
1,22.63951873779297,4.411093711853027
1,22.113815307617188,4.41103458404541
1,21.82212257385254,4.41096305847168
1,21.48912239074707,4.410868167877197
1,21.30764389038086,4.410770416259766
1,21.865966796875,4.410665035247803
1,21.74277687072754,4.410529136657715
1,22.106157302856445,4.410392761230469
1,21.514902114868164,4.4102630615234375
1,21.4288272857666,4.410156726837158
1,21.562963485717773,4.410072326660156
1,21.92977523803711,4.409989833831787
1,21.675872802734375,4.409928321838379
1,22.37436294555664,4.409869194030762
1,21.762954711914062,4.409802436828613
1,21.39127540588379,4.409735202789307
1,21.135154724121094,4.409656047821045
1,21.22197914123535,4.409537315368652
1,21.576858520507812,4.40943717956543
1,21.80708122253418,4.409305095672607
1,21.275175094604492,4.409154891967773
1,21.472143173217773,4.409003734588623
1,21.276851654052734,4.408844947814941
1,21.163850784301758,4.408667087554932
1,20.417219161987305,4.40848445892334
1,20.538726806640625,4.40848445892334
1,20.625587463378906,4.40848445892334
1,20.80251693725586,4.40848445892334
1,20.91464614868164,4.40848445892334
1,20.568988800048828,4.40848445892334
1,20.568988800048828,4.40848445892334
1,20.73746109008789,4.40848445892334
1,20.73746109008789,4.40848445892334
1,20.54395866394043,4.40848445892334
1,20.54395866394043,4.40848445892334
1,20.635549545288086,4.40848445892334
1,20.635549545288086,4.40848445892334
1,20.863780975341797,4.40848445892334
1,20.863780975341797,4.40848445892334
1,20.978940963745117,4.40848445892334
1,21.017963409423828,4.408345699310303
1,20.777328491210938,4.408203601837158
1,21.224458694458008,4.408077716827393
1,21.427135467529297,4.407964706420898
1,21.22655487060547,4.4078264236450195
1,20.991485595703125,4.407739162445068
1,21.236373901367188,4.407689571380615
1,21.232681274414062,4.407649993896484
1,20.935766220092773,4.407667636871338
1,20.795196533203125,4.407657623291016
1,21.071752548217773,4.407620906829834
1,20.952600479125977,4.407578945159912
1,21.592355728149414,4.407533168792725
1,21.967533111572266,4.407486438751221
1,21.042322158813477,4.407432556152344
1,21.28072166442871,4.40733528137207
1,21.65009880065918,4.40719747543335
1,21.140419006347656,4.407021522521973
1,20.80867576599121,4.406825542449951
1,21.607473373413086,4.406627655029297
1,21.08225440979004,4.406461238861084
1,20.98682403564453,4.406315326690674
1,21.596580505371094,4.406176567077637
1,20.767616271972656,4.406046390533447
1,20.61060333251953,4.4059224128723145
1,20.50052261352539,4.405831813812256
1,21.239198684692383,4.405757427215576
1,21.2261962890625,4.405710220336914
1,21.190690994262695,4.405688762664795
1,21.067331314086914,4.405679225921631
1,20.92072868347168,4.405642986297607
1,20.843679428100586,4.4056077003479
1,21.586620330810547,4.40556001663208
1,21.756818771362305,4.405478477478027
1,20.98265838623047,4.405371189117432
1,20.509967803955078,4.405204772949219
1,20.761112213134766,4.405014514923096
1,20.14992904663086,4.404825210571289
1,20.59119987487793,4.404613971710205
1,19.476621627807617,4.404412269592285
1,19.68288230895996,4.404412269592285
1,19.68025016784668,4.404412269592285
1,19.860063552856445,4.404412269592285
1,19.89284324645996,4.404412746429443
1,19.546598434448242,4.404412269592285
1,19.546598434448242,4.404412269592285
1,19.65008544921875,4.404412269592285
1,19.65008544921875,4.404412269592285
1,19.6796817779541,4.404412269592285
1,19.6796817779541,4.404412269592285
1,19.689334869384766,4.404412269592285
1,19.689334869384766,4.404412269592285
1,19.75251579284668,4.404412269592285
1,19.75251579284668,4.404412269592285
1,20.09765625,4.404412269592285
1,19.856897354125977,4.404196262359619
1,20.51156234741211,4.404052734375
1,20.528318405151367,4.403946876525879
1,20.252492904663086,4.403869152069092
1,19.881576538085938,4.4038004875183105
1,19.89738655090332,4.403756141662598
1,19.969499588012695,4.403728008270264
1,20.56207847595215,4.403683662414551
1,19.9115047454834,4.403606414794922
1,20.567068099975586,4.403550624847412
1,20.649137496948242,4.403502941131592
1,20.596040725708008,4.403431415557861
1,19.83861541748047,4.403324127197266
1,20.087827682495117,4.403197288513184
1,19.581701278686523,4.403046131134033
1,19.54070472717285,4.402912616729736
1,19.902551651000977,4.4027910232543945
1,19.891002655029297,4.402636528015137
1,20.13039779663086,4.402470588684082
1,19.82404899597168,4.402294635772705
1,19.915565490722656,4.402110576629639
1,19.253389358520508,4.401919364929199
1,19.441749572753906,4.401771545410156
1,19.605804443359375,4.401619911193848
1,19.60654067993164,4.401453018188477
1,19.604625701904297,4.401242256164551
1,19.590255737304688,4.4010725021362305
1,19.357913970947266,4.400896072387695
1,19.449831008911133,4.400728225708008
1,19.632741928100586,4.40059757232666
1,19.055419921875,4.400485992431641
1,19.410608291625977,4.400393486022949
1,19.652244567871094,4.400306701660156
1,19.9394588470459,4.400243759155273
1,19.55491065979004,4.400183200836182
1,19.361595153808594,4.400079727172852
1,19.39031410217285,4.399965763092041
1,19.28426170349121,4.399820804595947
1,18.704816818237305,4.3996734619140625
1,18.45436668395996,4.399517059326172
1,18.719430923461914,4.399517059326172
1,18.652055740356445,4.399517059326172
1,18.853120803833008,4.399517059326172
1,18.82731819152832,4.399517059326172
1,18.482826232910156,4.399517059326172
1,18.482826232910156,4.399517059326172
1,18.515201568603516,4.399517059326172
1,18.515201568603516,4.399517059326172
1,18.786474227905273,4.399517059326172
1,18.786474227905273,4.399517059326172
1,18.687162399291992,4.399517059326172
1,18.687162399291992,4.399517059326172
1,18.598093032836914,4.399517059326172
1,18.598093032836914,4.399517059326172
1,19.02979278564453,4.399517059326172
1,19.102169036865234,4.399385929107666
1,19.499910354614258,4.39924430847168
1,19.312538146972656,4.399139881134033
1,18.71477699279785,4.399019241333008
1,18.938318252563477,4.398911952972412
1,18.777362823486328,4.398778438568115
1,18.834087371826172,4.398642539978027
1,18.513702392578125,4.398523807525635
1,19.257102966308594,4.398410797119141
1,18.787179946899414,4.398301601409912
1,19.128047943115234,4.398171901702881
1,18.843294143676758,4.398059368133545
1,18.934600830078125,4.397913455963135
1,18.55498695373535,4.397794723510742
1,18.50525665283203,4.397637844085693
1,18.26505470275879,4.397435188293457
1,18.46462631225586,4.397224426269531
1,18.41507339477539,4.397034645080566
1,18.420377731323242,4.396833419799805
1,18.38307762145996,4.396676063537598
1,18.442794799804688,4.396499156951904
1,18.52224349975586,4.396347522735596
1,18.31635856628418,4.39621114730835
1,18.13685417175293,4.396093368530273
1,18.744617462158203,4.395971775054932
1,18.89536476135254,4.395875930786133
1,18.992414474487305,4.395797252655029
1,18.813823699951172,4.395692825317383
1,18.73535919189453,4.395589351654053
1,18.83799171447754,4.395452976226807
1,18.946773529052734,4.395293712615967
1,18.552324295043945,4.395142555236816
1,18.660741806030273,4.394989967346191
1,18.767974853515625,4.394835472106934
1,18.631650924682617,4.394708156585693
1,18.573427200317383,4.394591808319092
1,18.814016342163086,4.394442558288574
1,19.027677536010742,4.394275188446045
1,18.739582061767578,4.394080638885498
1,17.949474334716797,4.393893241882324
1,18.163284301757812,4.393893241882324
1,18.15667152404785,4.393893241882324
1,18.34942054748535,4.393893241882324
1,18.33797836303711,4.393893718719482
1,17.922555923461914,4.393893241882324
1,17.922555923461914,4.393893241882324
1,17.99958610534668,4.393893241882324
1,17.99958610534668,4.393893241882324
1,18.273265838623047,4.393893241882324
1,18.273265838623047,4.393893241882324
1,18.142215728759766,4.393893241882324
1,18.142215728759766,4.393893241882324
1,18.061731338500977,4.393893241882324
1,18.061731338500977,4.393893241882324
1,18.511091232299805,4.393893241882324
1,18.42378807067871,4.393703460693359
1,18.901126861572266,4.393471717834473
1,18.615705490112305,4.393231391906738
1,18.734989166259766,4.39301872253418
1,19.02886390686035,4.392848968505859
1,19.040590286254883,4.39268684387207
1,18.771339416503906,4.392563819885254
1,19.096832275390625,4.392437934875488
1,18.89171600341797,4.392341613769531
1,18.583253860473633,4.3922271728515625
1,18.3878116607666,4.392118453979492
1,18.879322052001953,4.391979217529297
1,18.86107635498047,4.391852855682373
1,18.864192962646484,4.39169979095459
1,18.955156326293945,4.3915205001831055
1,18.59584617614746,4.391302108764648
1,18.205453872680664,4.391017913818359
1,18.788209915161133,4.3908233642578125
1,18.5938777923584,4.390625
1,18.155492782592773,4.390451431274414
1,18.647802352905273,4.390318393707275
1,18.704801559448242,4.39020299911499
1,18.51882553100586,4.390120506286621
1,18.362943649291992,4.390015602111816
1,18.8659610748291,4.389883041381836
1,18.660852432250977,4.389766693115234
1,19.138927459716797,4.389652729034424
1,19.136322021484375,4.389551639556885
1,18.460012435913086,4.389350414276123
1,18.514469146728516,4.3891472816467285
1,18.87662696838379,4.388907432556152
1,18.79343605041504,4.388606548309326
1,18.544652938842773,4.388388156890869
1,19.035825729370117,4.388182640075684
1,18.665332794189453,4.387991428375244
1,18.64259147644043,4.387791633605957
1,18.927942276000977,4.387608051300049
1,18.279071807861328,4.387457847595215
1,18.39735221862793,4.387354850769043
1,17.826208114624023,4.387275218963623
1,17.96601104736328,4.387275218963623
1,17.99871826171875,4.387275218963623
1,18.208433151245117,4.387275218963623
1,18.1960391998291,4.387275218963623
1,17.755645751953125,4.387275218963623
1,17.755645751953125,4.387275218963623
1,17.890506744384766,4.387275218963623
1,17.890506744384766,4.387275218963623
1,18.037202835083008,4.387275218963623
1,18.037202835083008,4.387275218963623
1,17.975223541259766,4.387275218963623
1,17.975223541259766,4.387275218963623
1,17.920866012573242,4.387275218963623
1,17.920866012573242,4.387275218963623
1,17.900527954101562,4.387275218963623
1,18.698102951049805,4.38718318939209
1,18.901063919067383,4.387113094329834
1,19.25084686279297,4.387012004852295
1,18.85298728942871,4.386878967285156
1,18.793540954589844,4.386739253997803
1,18.725616455078125,4.386538028717041
1,18.578237533569336,4.386267185211182
1,18.310888290405273,4.385967254638672
1,18.466461181640625,4.385648727416992
1,18.53489112854004,4.385312080383301
1,18.363727569580078,4.385032653808594
1,18.665611267089844,4.3848042488098145
1,18.443326950073242,4.384641647338867
1,18.889751434326172,4.384521961212158
1,18.564939498901367,4.384416103363037
1,17.76651382446289,4.384284019470215
1,18.236127853393555,4.384225845336914
1,18.44916343688965,4.384148597717285
1,18.03437614440918,4.384002685546875
1,18.65703582763672,4.383851528167725
1,18.633642196655273,4.383701324462891
1,18.70651626586914,4.383517265319824
1,18.69277572631836,4.383307933807373
1,18.71834373474121,4.383075714111328
1,18.405895233154297,4.382884502410889
1,18.174814224243164,4.382721424102783
1,17.891883850097656,4.382573127746582
1,18.132850646972656,4.382458686828613
1,17.655481338500977,4.382300853729248
1,17.792892456054688,4.382035255432129
1,17.693599700927734,4.381763458251953
1,18.014163970947266,4.381531715393066
1,18.169574737548828,4.3813323974609375
1,18.40974998474121,4.381255149841309
1,18.398609161376953,4.381170749664307
1,18.048357009887695,4.381059169769287
1,17.562728881835938,4.3809709548950195
1,17.729145050048828,4.380865097045898
1,17.730148315429688,4.380719184875488
1,17.342273712158203,4.380566120147705
1,17.573036193847656,4.380566120147705
1,17.52627182006836,4.380566120147705
1,17.715612411499023,4.380566120147705
1,17.678482055664062,4.380566596984863
1,17.25203514099121,4.380566120147705
1,17.25203514099121,4.380566120147705
1,17.305110931396484,4.380566120147705
1,17.305110931396484,4.380566120147705
1,17.674320220947266,4.380566120147705
1,17.674320220947266,4.380566120147705
1,17.522968292236328,4.380566120147705
1,17.522968292236328,4.380566120147705
1,17.332937240600586,4.380566120147705
1,17.332937240600586,4.380566120147705
1,17.741891860961914,4.380566120147705
1,17.884544372558594,4.380414962768555
1,17.744556427001953,4.380216121673584
1,17.85456657409668,4.380064010620117
1,17.93777847290039,4.379875659942627
1,17.644550323486328,4.3796868324279785
1,18.27194595336914,4.379467010498047
1,17.42207145690918,4.379236221313477
1,17.813444137573242,4.379028797149658
1,17.660459518432617,4.37885046005249
1,17.924612045288086,4.378662109375
1,17.71102523803711,4.37847900390625
1,17.487634658813477,4.3783135414123535
1,18.049072265625,4.378227710723877
1,18.07139015197754,4.378161430358887
1,18.214004516601562,4.3780388832092285
1,17.96230125427246,4.377830505371094
1,17.821311950683594,4.377531051635742
1,17.4258975982666,4.377215385437012
1,17.086021423339844,4.376955509185791
1,17.549606323242188,4.376717567443848
1,18.655643463134766,4.376535415649414
1,18.64820098876953,4.376371383666992
1,18.916597366333008,4.376202583312988
1,18.08169937133789,4.376004695892334
1,17.830129623413086,4.375766277313232
1,17.779151916503906,4.375463008880615
1,17.341339111328125,4.375256538391113
1,17.584590911865234,4.375056266784668
1,17.578413009643555,4.375010967254639
1,18.009599685668945,4.374952793121338
1,17.801969528198242,4.3748931884765625
1,18.528764724731445,4.374897003173828
1,17.96649742126465,4.374904632568359
1,17.905567169189453,4.374886989593506
1,18.06073570251465,4.374870300292969
1,17.878009796142578,4.3749308586120605
1,17.863155364990234,4.374897480010986
1,17.623931884765625,4.374805927276611
1,18.234859466552734,4.374652862548828
1,17.423526763916016,4.374461650848389
1,17.57639503479004,4.374461650848389
1,17.540924072265625,4.374461650848389
1,17.76276206970215,4.374461650848389
1,17.710357666015625,4.374462127685547
1,17.287675857543945,4.374461650848389
1,17.287675857543945,4.374461650848389
