data_index,predicted_y_cet,predicted_d_cet,ground_truth_y_cet,ground_truth_d_cet,mae_loss_y_cet,mse_loss_y_cet,mae_loss_d_cet,mse_loss_d_cet,predicted_y_cevae,predicted_d_cevae,ground_truth_y_cevae,ground_truth_d_cevae,mae_loss_y_cevae,mse_loss_y_cevae,mae_loss_d_cevae,mse_loss_d_cevae,predicted_y_itransformer,predicted_d_itransformer,ground_truth_y,ground_truth_d,mae_loss_y_itransformer,mse_loss_y_itransformer,mae_loss_d_itransformer,mse_loss_d_itransformer,combined_loss_cet,combined_loss_cevae,combined_loss_itransformer
144,4.693811416625977,6.971522331237793,8.000000238418579,1.0000000298023224,3.3061885833740234,10.930883407592773,5.971522331237793,35.659080505371094,11.608719259500504,15.689422488212585,8.000000238418579,1.0000000298023224,3.6087188720703125,13.022851943969727,14.689422607421875,215.7791290283203,14.070385873317719,16.355608582496643,8.000000238418579,1.0000000298023224,6.070385932922363,36.849586486816406,15.355607986450195,235.79469299316406,4.638855457305908,9.149070739746094,10.71299695968628
1147,1.592307686805725,0.22573739290237427,2.0000000596046448,1.0000000298023224,0.4076923131942749,0.1662130206823349,0.7742626070976257,0.5994825959205627,0.6753937304019928,0.6086635291576385,2.0000000596046448,1.0000000298023224,1.3246062994003296,1.7545818090438843,0.39133644104003906,0.1531442105770111,-0.8018521070480347,0.2155679166316986,2.0000000596046448,1.0000000298023224,2.801852226257324,7.850376129150391,0.784432053565979,0.6153336763381958,0.5909774601459503,0.8579713702201843,1.7931421399116516
364,8.879741728305817,3.2507099211215973,9.000000268220901,2.0000000596046448,0.12025833129882812,0.014462065882980824,1.2507100105285645,1.5642755031585693,4.816610276699066,5.0551846623420715,9.000000268220901,2.0000000596046448,4.183389663696289,17.500749588012695,3.055184841156006,9.33415412902832,4.507083624601364,5.062414854764938,9.000000268220901,2.0000000596046448,4.492916584014893,20.18630027770996,3.0624146461486816,9.37838363647461,0.6854841709136963,3.6192872524261475,3.777665615081787
71,0.0,0.3501412868499756,0.0,0.0,0.0,0.0,0.3501412868499756,0.12259892374277115,0.10308998823165894,0.18815580010414124,0.0,0.0,0.10308998823165894,0.010627545416355133,0.18815580010414124,0.035402603447437286,-0.3741794228553772,0.22104915976524353,0.0,0.0,0.3741794228553772,0.14001023769378662,0.22104915976524353,0.04886272922158241,0.1750706434249878,0.14562289416790009,0.29761429131031036
531,0.0,0.0,12.000000357627869,2.0000000596046448,12.0,144.0,2.0,4.0,3.7340641021728516,1.7054456919431686,12.000000357627869,2.0000000596046448,8.265935897827148,68.32569885253906,0.29455435276031494,0.08676226437091827,-2.983937457203865,0.3725137412548065,12.000000357627869,2.0000000596046448,14.98393726348877,224.51837158203125,1.627486228942871,2.6487114429473877,7.0,4.280245125293732,8.30571174621582
150,17.185207843780518,6.403771758079529,9.000000268220901,4.0000001192092896,8.18520736694336,66.99761962890625,2.4037718772888184,5.778119087219238,14.087923228740692,3.3780606389045715,9.000000268220901,4.0000001192092896,5.087923049926758,25.886960983276367,0.6219394207000732,0.3868086338043213,19.868741869926453,6.940437912940979,9.000000268220901,4.0000001192092896,10.868741989135742,118.12955474853516,2.9404377937316895,8.646174430847168,5.294489622116089,2.8549312353134155,6.904589891433716
326,6.911356016993523,4.047828555107117,6.000000178813934,3.000000089406967,0.9113559722900391,0.8305696845054626,1.0478286743164062,1.097944974899292,4.608592182397842,3.5425333380699158,6.000000178813934,3.000000089406967,1.3914079666137695,1.9360160827636719,0.5425333976745605,0.2943424880504608,4.198163777589798,2.7728019058704376,6.000000178813934,3.000000089406967,1.8018360137939453,3.246613025665283,0.22719812393188477,0.05161898583173752,0.9795923233032227,0.966970682144165,1.014517068862915
1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22867454588413239,0.33207695186138153,0.0,0.0,0.22867454588413239,0.052292048931121826,0.3320769667625427,0.11027511209249496,0.7533868700265884,0.4393967092037201,0.0,0.0,0.7533868551254272,0.5675917267799377,0.4393967092037201,0.1930694729089737,0.0,0.28037575632333755,0.5963917821645737
1180,15.07101434469223,5.98523622751236,15.000000447034836,6.000000178813934,0.071014404296875,0.0050430456176400185,0.014763832092285156,0.0002179707371396944,14.773805737495422,5.889130890369415,15.000000447034836,6.000000178813934,0.2261943817138672,0.051163896918296814,0.11086893081665039,0.012291919440031052,15.223057866096497,5.6838144063949585,15.000000447034836,6.000000178813934,0.22305774688720703,0.049754757434129715,0.31618547439575195,0.09997325390577316,0.04288911819458008,0.1685316562652588,0.2696216106414795
1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848018735647202,0.33984969556331635,0.0,0.0,0.09848018735647202,0.009698347188532352,0.33984971046447754,0.11549782752990723,0.43029463291168213,-0.06371814012527466,0.0,0.0,0.43029463291168213,0.18515346944332123,0.06371814012527466,0.004060001578181982,0.0,0.21916494891047478,0.2470063865184784
