data_index,predicted_y_cet,predicted_d_cet,ground_truth_y_cet,ground_truth_d_cet,mae_loss_y_cet,mse_loss_y_cet,mae_loss_d_cet,mse_loss_d_cet,predicted_y_cevae,predicted_d_cevae,ground_truth_y_cevae,ground_truth_d_cevae,mae_loss_y_cevae,mse_loss_y_cevae,mae_loss_d_cevae,mse_loss_d_cevae,predicted_y_itransformer,predicted_d_itransformer,ground_truth_y,ground_truth_d,mae_loss_y_itransformer,mse_loss_y_itransformer,mae_loss_d_itransformer,mse_loss_d_itransformer,combined_loss_cet,combined_loss_cevae,combined_loss_itransformer
255,8.874494880437851,8.912277102470398,8.000000238418579,6.9999998807907104,0.8744945526123047,0.7647407054901123,1.9122772216796875,3.656804084777832,4.009512305259705,2.3979391306638718,8.000000238418579,6.9999998807907104,3.990487575531006,15.923991203308105,4.602060794830322,21.17896270751953,4.15653321146965,3.562141567468643,8.000000238418579,6.9999998807907104,3.8434667587280273,14.772236824035645,3.4378583431243896,11.818869590759277,1.393385887145996,4.296274185180664,3.6406625509262085
844,0.8608056306838989,19.49983584880829,1.0000000298023224,19.00000023841858,0.13919436931610107,0.019375072792172432,0.4998359680175781,0.2498359978199005,2.7541604340076447,18.722808003425598,1.0000000298023224,19.00000023841858,1.7541604042053223,3.0770788192749023,0.277191162109375,0.07683493942022324,1.079995036125183,19.10151207447052,1.0000000298023224,19.00000023841858,0.0799950361251831,0.006399205885827541,0.10151290893554688,0.010304871015250683,0.3195151686668396,1.0156757831573486,0.09075397253036499
698,0.0,3.6972804367542267,1.0000000298023224,5.000000149011612,1.0,1.0,1.3027195930480957,1.6970783472061157,2.7438703179359436,3.496088981628418,1.0000000298023224,5.000000149011612,1.7438702583312988,3.041083574295044,1.503911018371582,2.2617483139038086,0.8978477865457535,4.88928034901619,1.0000000298023224,5.000000149011612,0.10215222835540771,0.010435077361762524,0.11071968078613281,0.012258848175406456,1.1513597965240479,1.6238906383514404,0.10643595457077026
983,3.142352432012558,0.0,0.0,0.0,3.142352342605591,9.874378204345703,0.0,0.0,4.776948630809784,1.4793853908777237,0.0,0.0,4.77694845199585,22.819236755371094,1.4793853759765625,2.1885809898376465,-0.025156840682029724,-0.03385913372039795,0.0,0.0,0.025156840682029724,0.0006328666349872947,0.03385913372039795,0.0011464409762993455,1.5711761713027954,3.128166913986206,0.029507987201213837
398,9.071232497692108,3.2708443105220795,11.000000327825546,3.000000089406967,1.928767204284668,3.7201428413391113,0.2708442211151123,0.07335659116506577,8.754550069570541,2.2513162046670914,11.000000327825546,3.000000089406967,2.245450019836426,5.042045593261719,0.7486836910247803,0.5605272650718689,11.137251377105713,2.9781026542186737,11.000000327825546,3.000000089406967,0.1372509002685547,0.018837809562683105,0.021897315979003906,0.0004794924461748451,1.0998057126998901,1.497066855430603,0.0795741081237793
304,4.899890094995499,0.0,7.000000208616257,1.0000000298023224,2.1001100540161133,4.410462379455566,1.0,1.0,3.1614611372351646,1.276614472270012,7.000000208616257,1.0000000298023224,3.838538885116577,14.734380722045898,0.2766144275665283,0.07651554048061371,7.014089494943619,0.9168497025966644,7.000000208616257,1.0000000298023224,0.014089584350585938,0.00019851638353429735,0.08315026760101318,0.006913966964930296,1.5500550270080566,2.0575766563415527,0.04861992597579956
998,0.6138512045145035,0.09479042887687683,0.0,0.0,0.6138511896133423,0.37681329250335693,0.09479042887687683,0.008985225111246109,0.7718565613031387,0.8832480758428574,0.0,0.0,0.7718565464019775,0.5957625508308411,0.8832480907440186,0.7801271677017212,-0.002317070960998535,-0.04144600033760071,0.0,0.0,0.002317070960998535,5.368817710404983e-06,0.04144600033760071,0.0017177709378302097,0.35432080924510956,0.827552318572998,0.02188153564929962
714,0.0,0.1236695647239685,0.0,0.0,0.0,0.0,0.1236695647239685,0.01529416162520647,0.150801882147789,0.24462637305259705,0.0,0.0,0.150801882147789,0.022741207852959633,0.24462637305259705,0.0598420612514019,0.0024370551109313965,-0.05008813738822937,0.0,0.0,0.0024370551109313965,5.939237780694384e-06,0.05008813738822937,0.0025088214315474033,0.06183478236198425,0.19771412760019302,0.026262596249580383
201,0.8779259920120239,1.8223215639591217,5.000000149011612,2.0000000596046448,4.122074127197266,16.99149513244629,0.17767846584320068,0.03156963735818863,0.8645883277058601,0.6767935454845428,5.000000149011612,2.0000000596046448,4.135411739349365,17.10163116455078,1.3232064247131348,1.7508752346038818,2.812015414237976,1.522792935371399,5.000000149011612,2.0000000596046448,2.1879844665527344,4.787275791168213,0.4772070646286011,0.22772657871246338,2.149876296520233,2.72930908203125,1.3325957655906677
1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834047347307205,0.4742737412452698,0.0,0.0,0.5834047198295593,0.3403610587120056,0.4742737412452698,0.22493557631969452,-0.0619845986366272,0.005375027656555176,0.0,0.0,0.0619845986366272,0.0038420904893428087,0.005375027656555176,2.8890923204016872e-05,0.0,0.5288392305374146,0.033679813146591187
488,3.6053407788276672,5.950778484344482,5.000000149011612,6.000000178813934,1.3946592807769775,1.9450745582580566,0.04922151565551758,0.0024227576795965433,2.5270432233810425,3.1450684666633606,5.000000149011612,6.000000178813934,2.472956657409668,6.115514755249023,2.854931592941284,8.150634765625,4.263191252946854,5.905905723571777,5.000000149011612,6.000000178813934,0.7368087768554688,0.5428871512413025,0.09409427642822266,0.008853732608258724,0.7219403982162476,2.663944125175476,0.4154515266418457
